track,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,is_outlier
F Boy,Ander Huang,973.0,166740.0,1415206.0,3.0,2.0,378.0,145931.0,2020-08-22,False
"Yo x Ti, Tu x Mi",ROSALï¿½,76099.0,26265380.0,572697124.0,148.0,41.0,1005275.0,2065994.0,2019-08-15,True
Say It,Tory Lanez,83010.0,18881944.0,510138748.0,76.0,58.0,25377.0,854584.0,2015-07-31,True
Ain't Shit,Doja Cat,90475.0,27073255.0,599547543.0,112.0,17.0,159069.0,1075422.0,2021-06-25,True
Dancing With Your Ghost,Sasha Alex Sloan,104197.0,40491454.0,573785235.0,54.0,16.0,122149.0,2472211.0,2019-06-28,True
SIRENS,Travis Scott,39218.0,4027424.0,102510409.0,6.0,3.0,350471.0,110863.0,2023-07-28,False
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,Matuï¿,29495.0,10067664.0,159579530.0,20.0,32.0,618294.0,161952.0,2023-04-30,False
2 Hielos,King Savagge,16848.0,2644680.0,76078240.0,4.0,15.0,237120.5,187445.0,2023-02-02,True
BAD BOY,Chris Jedi,7316.0,25238956.0,42027577.0,15.0,11.0,147812.0,120993.0,2024-02-07,False
I Love Mama Mantu,Bulan Sutena,1905.0,405342.0,8887656.0,28.0,15.0,237120.5,105455.0,2021-11-01,False
Hall of Fame (feat. will.i.am),The Script,180669.0,67730386.0,1438795892.0,71.0,46.0,287678.0,12730727.0,2012-01-01,True
Original som fan,OP,93.0,4955.0,37291.0,28.0,15.0,237120.5,854584.0,2018-10-30,True
SLAY!,Eternxlkz,5560.0,36721527.0,81775807.0,4.0,15.0,237120.5,854584.0,2024-03-15,True
Zaroori Tha,Rahat Fateh Ali Khan,1.0,11.0,239850720.0,28.0,15.0,237120.5,854584.0,2017-12-31,True
Deixa,Maria Marï¿½ï,4611.0,7326714.0,64736609.0,7.0,25.0,1000880.0,854584.0,2023-03-21,True
We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,18224.0,4939707.0,52240739.0,10.0,2.0,9501.0,794504.0,2023-06-28,True
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý- Sayonara,Kenshi Yonezu,1119.0,5275757.0,22739117.0,20.0,1.0,9615.0,59510.0,2024-04-08,False
Proud Mary - 2023 Remaster,Tina Turner,3.0,165.0,20455.0,28.0,15.0,237120.5,854584.0,2024-04-26,True
Runaway (U & I),Galantis,155100.0,42988196.0,895051532.0,78.0,58.0,399214.0,110053.0,2014-10-05,False
Ley Seca,Jhay Cortez,80841.0,20936024.0,412597562.0,76.0,14.0,26817.0,917173.0,2021-09-02,True
Dawns (feat. Maggie Rogers),Zach Bryan,44088.0,11298879.0,261468916.0,25.0,3.0,7503.0,481576.0,2023-01-27,True
Mesafe,Semicenk,9504.0,1321095.0,59964248.0,4.0,3.0,1567829.0,274026.0,2023-09-01,True
Numb,Linkin Park,270810.0,75602131.0,1720830668.0,5.0,70.0,907873.0,854584.0,2003-03-24,True
So High School,Taylor Swift,3397.0,13075013.0,97601615.0,18.0,15.0,237120.5,854584.0,2024-04-19,True
Hola,Dalex,6572.0,781594.0,28185177.0,28.0,1.0,23571.0,349429.0,2019-05-10,True
Dark Red,Steve Lacy,261850.0,48425069.0,1315024190.0,101.0,17.0,87964.0,3864898.0,2017-02-20,True
Diosa,Myke Towers,70596.0,17915387.0,465811322.0,42.0,13.0,213289.0,789689.0,2020-01-24,True
Sand Monkey,Kid Pharaoh,14.0,690.0,239850720.0,28.0,15.0,237120.5,476.0,2022-09-01,False
Wagon Wheel,Darius Rucker,107826.0,25463894.0,727417273.0,59.0,19.0,25550.0,3566957.0,2013-01-01,True
Dil Galti Kar Baitha Hai,Jubin Nautiyal,5573.0,1466888.0,64013323.0,2.0,15.0,237120.5,179409.0,2021-09-25,True
Is There Someone Else?,The Weeknd,87216.0,26997782.0,669099980.0,13.0,7.0,240246.0,1352593.0,2021-02-05,True
Dream Girl,Ir Sais,41010.0,3635651.0,133061000.0,24.0,12.0,31615.0,2886602.0,2017-09-27,True
Wild Side (feat. Cardi B),Normani,36504.0,12624326.0,181529121.0,88.0,15.0,74166.0,1916244.0,2021-07-16,True
Bi' Tek Ben Anlarï¿½,Kï¿½ï,27588.0,8269792.0,214391030.0,12.0,3.0,1622897.0,861877.0,2022-03-18,True
Location (feat. Burna Boy),Dave,169023.0,15332361.0,540907681.0,113.0,31.0,171627.0,1899818.0,2019-03-08,True
Mon Amour,Annalisa,9584.0,2241484.0,86387703.0,23.0,4.0,11160.0,739131.0,2023-03-31,True
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,6294.0,9201752.0,97050082.0,14.0,15.0,237120.5,112876.0,2023-07-18,False
Cake By The Ocean - Cover,MUSIC LAB JPN,32312.5,13259481.0,1614203949.0,28.0,15.0,237120.5,854584.0,2023-05-28,True
Pray For Me,The Weeknd,139420.0,28588643.0,918478800.0,77.0,33.0,300145.0,7342121.0,2018-02-02,True
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,125205.0,14849325.0,367165473.0,56.0,10.0,139412.0,561364.0,2021-05-14,True
Position,Franglish,3922.0,6621845.0,44456165.0,25.0,25.0,17769679.0,620606.0,2024-02-15,True
Motley Crew,Post Malone,98593.0,24244488.0,399297877.0,98.0,26.0,868677.0,1280385.0,2021-07-09,True
Poppin,Yeat,61870.0,4946068.0,152999496.0,5.0,15.0,237120.5,162198.0,2022-02-18,False
Memories,Conan Gray,68570.0,23007042.0,445742307.0,9.0,9.0,12015.0,2074587.0,2022-04-15,True
Casi Completa,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,2743.0,8231330.0,64656678.0,28.0,1.0,1666.0,249980.0,2023-11-17,True
JOLENE,Beyoncï¿,3903.0,8284613.0,57163264.0,37.0,25.0,1640251.0,98889.0,2024-03-27,False
Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,15067.0,10379433.0,192684719.0,12.0,33.0,801839.0,125189.0,2022-11-17,False
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,24196.0,1963638.0,52418564.0,37.0,4.0,477056.0,3557237.0,2022-04-08,True
Kya Hua,Vishal Mishra,20.0,1453389.0,96766.0,28.0,15.0,237120.5,854584.0,2024-05-31,True
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,77636.0,12565087.0,349688559.0,26.0,9.0,23636.0,771928.0,2019-09-27,True
Ch-Ch-Ch Chick (feat. Chick McGee),Bob and Tom,7.0,5.0,3115.0,28.0,15.0,237120.5,854584.0,2013-04-18,True
10 Things I Hate About You,Leah Kate,38595.0,7419495.0,238502829.0,17.0,8.0,66599.0,692500.0,2022-03-23,True
Adios Amor,Christian Nodal,23.0,3072.0,597899105.0,28.0,15.0,237120.5,854584.0,2018-02-16,True
X ï¿½ï¿½LTIMA,Daddy Yankee,53657.0,22643350.0,409394001.0,45.0,18.0,2038434.0,526470.0,2022-03-25,True
Lalala - Ilkan Gunuc Remix,Y2K,9377.0,3738275.0,28240865.0,14.0,6.0,4972.0,1994181.0,2019-10-28,True
Poco A Poco,Xavi,15570.0,15950378.0,283079113.0,7.0,11.0,13607485.0,271176.0,2023-09-23,True
The Alchemy,Taylor Swift,2992.0,15108991.0,106201248.0,19.0,11.0,226234.0,24502.0,2024-04-18,False
Sunday Service,Latto,1736.0,2704404.0,12270831.0,18.0,12.0,132145.0,172799.0,2024-02-09,True
Red Ruby Da Sleeze,Nicki Minaj,25770.0,27326995.0,148574146.0,39.0,8.0,113301.0,1090214.0,2023-03-03,True
Mama,Jonas Blue,89780.0,18075056.0,955563174.0,103.0,96.0,388298.0,7735883.0,2017-05-05,True
Puta Mexicana,DJ Jeeh FDC,38926.0,14426720.0,172602494.0,28.0,18.0,1950340.0,854584.0,2022-12-06,True
Self Care,Mac Miller,156992.0,21060151.0,687861392.0,28.0,11.0,32411.0,854584.0,2018-07-13,True
Out of Time,The Weeknd,78793.0,18239674.0,451878749.0,41.0,17.0,330997.0,1722436.0,2021-02-05,True
Karma,Taylor Swift,2358.0,643308.0,777305444.0,17.0,15.0,237120.5,854584.0,2022-10-21,True
About You,The 1975,48286.0,23268627.0,350348521.0,32.0,5.0,224543.0,508585.0,2022-10-14,True
BED,Joel Corry,91401.0,37879799.0,480737112.0,185.0,124.0,487788.0,2464219.0,2021-02-26,True
23,Chayce Beckham,52661.0,12543368.0,217524988.0,23.0,1.0,577.0,1269712.0,2021-05-14,True
I Can Do It With a Broken Heart,Taylor Swift,648.0,818594.0,250430303.0,55.0,15.0,237120.5,854584.0,2024-04-18,True
Andas En Mi Cabeza,Chino & Nacho,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,854584.0,2017-04-22,True
Remember,Becky Hill,78241.0,59982572.0,453644642.0,135.0,64.0,505344.0,1721093.0,2021-04-23,True
Here's Your Perfect,Jamie Miller,42598.0,8678739.0,418998816.0,40.0,6.0,6309.0,1072765.0,2021-04-30,True
Highs & Lows,Prinz,19758.0,4733486.0,64747926.0,4.0,8.0,81597.0,434423.0,2023-06-02,True
Survivorï¿½ï¿½ï¿½s R,Roddy Ricch,789.0,28882654.0,4462637.0,27.0,7.0,1298626.0,49126.0,2024-05-31,False
Halloween,Blood Dance,45.0,1692.0,7332.0,28.0,15.0,237120.5,152.0,2022-10-06,False
Impossible,RIIZE,987.0,16575491.0,16327372.0,21.0,6.0,21219.0,39544.0,2024-04-18,False
El Rescate,Grupo Marca Registrada,34952.0,16586286.0,391773238.0,7.0,1.0,186322.0,840393.0,2022-07-22,True
Wockesha,Moneybagg Yo,64635.0,5451499.0,138100044.0,59.0,4.0,64845.0,1470349.0,2021-04-23,True
Mirame,Blessd,1758.0,36846830.0,24345826.0,21.0,11.0,1615702.0,155799.0,2024-04-17,False
Pantysito,Alejo,63085.0,23635638.0,332175085.0,37.0,17.0,1616786.0,616074.0,2022-03-18,True
brutal,Olivia Rodrigo,87550.0,20272841.0,639900946.0,41.0,8.0,43721.0,820892.0,2021-05-21,True
Recognize (feat. Drake),PARTYNEXTDOOR,58725.0,10964599.0,275465440.0,30.0,14.0,2315.0,2030167.0,2014-07-29,True
Daylight,Drake,26088.0,13353722.0,78417212.0,7.0,15.0,237120.5,152693.0,2023-10-06,False
Lovefool,twocolors,73161.0,29218709.0,359757970.0,149.0,65.0,2659118.0,4918636.0,2020-05-08,True
Rich Flex,Drake,5471.0,1026240.0,811888874.0,23.0,15.0,237120.5,854584.0,2022-11-03,True
MEMORIAS,Mora,67125.0,16316500.0,359336745.0,38.0,4.0,54118.0,868434.0,2022-04-01,True
Mood Malandro,Cï¿½ï¿½dig,15111.0,13192945.0,188309858.0,6.0,7.0,582040.0,422023.0,2023-08-24,True
JACKIE BROWN,Brent Faiyaz,57298.0,14371239.0,247386146.0,21.0,5.0,494840.0,1184981.0,2022-07-08,True
TELEFONO NUEVO,Bad Bunny,22195.0,4712903.0,101706440.0,12.0,15.0,237120.5,304399.0,2023-10-13,True
Danï¿½ï¿½a Ma,Bolofofos,1820.0,350049.0,10423140.0,28.0,15.0,237120.5,9247.0,2019-05-03,False
Kalkatiya Raja,Pawan Singh,231.0,175674.0,8607782.0,28.0,15.0,237120.5,14483.0,2023-09-22,False
Drippy,Sidhu Moose Wala,2503.0,5333908.0,39891157.0,6.0,15.0,237120.5,67474.0,2024-02-02,False
Never Going Home,Kungs,89224.0,17836102.0,304069347.0,89.0,53.0,959302.0,5206645.0,2021-04-28,True
Problemï¿½,Alvaro Diaz,47297.0,14033837.0,275492185.0,35.0,13.0,759534.0,779473.0,2021-10-22,True
Waiting for the End,Linkin Park,5.0,55.0,160127218.0,28.0,15.0,237120.5,1451466.0,2024-04-12,True
Pacto (feat. Luar La L),Jay Wheeler,19596.0,3713869.0,58652026.0,14.0,2.0,9119.0,397215.0,2023-04-24,True
Nena Maldiciï¿½ï¿½n (feat. Lenny Tavï¿,Paulo Londra,19568.0,3797350.0,614897887.0,28.0,10.0,82810.0,854584.0,2018-01-30,True
Talk talk,Charli xcx,830.0,35947142.0,6446985.0,52.0,27.0,1854240.0,4307.0,2024-06-07,False
Daisy,Ashnikko,87580.0,20339605.0,509353753.0,45.0,21.0,15708.0,2842135.0,2020-07-09,True
Fast Forward,JEON SOMI,9715.0,3943924.0,88499180.0,16.0,8.0,271497.0,258644.0,2023-08-07,True
Ice Attack,Future,9619.0,2346613.0,38912003.0,4.0,1.0,41760.0,58111.0,2024-03-22,False
Stolen Dance,Milky Chance,331171.0,51661945.0,1460945792.0,83.0,111.0,1223193.0,24485799.0,2013-01-01,True
Set Me Free Pt.2,Jimin,12581.0,16368476.0,350802342.0,5.0,24.0,4592140.0,437897.0,2023-03-17,True
Satu Rasa Cinta,Fira Cantika,1.0,3.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-12-16,True
Azul,J Balvin,60072.0,13255516.0,489654759.0,92.0,28.0,1649348.0,994262.0,2020-03-19,True
LOCATION,KAROL G,36130.0,7600107.0,236644328.0,56.0,17.0,120355.0,962269.0,2021-02-12,True
Terminator,King Promise,8723.0,6659055.0,34026239.0,23.0,2.0,5829.0,527365.0,2023-05-05,True
Orang Yang Salah - Sped Up Version,Luvia band,239.0,152396.0,3900009.0,28.0,15.0,237120.5,21387.0,2023-09-20,False
Snowman,Sia,123852.0,25500657.0,947770190.0,128.0,55.0,984795.0,5574595.0,2017-11-09,True
Hurricane,Kanye West,108795.0,16231758.0,404497617.0,51.0,16.0,456029.0,1304734.0,2021-08-29,True
Rumah Singgah,Fabio Asher,13095.0,3228030.0,239624643.0,11.0,15.0,237120.5,142151.0,2022-05-05,False
Strip That Down (feat. Quavo),Liam Payne,86051.0,18285158.0,1000549809.0,99.0,38.0,236519.0,7058362.0,2017-05-18,True
IT GIRL - Sped up Version,Aliyah's Interlude,7125.0,3235480.0,23708233.0,2.0,2.0,28927.0,363715.0,2023-09-30,True
Khodni,AL SHAMI,97.0,384024.0,916695.0,4.0,1.0,11587.0,16597.0,2024-05-16,False
Lost in the Fire (feat. The Weeknd),Gesaffelstein,158437.0,56718950.0,895496661.0,109.0,40.0,314982.0,5540938.0,2019-01-11,True
Minha Heranï¿½,Ana Castela,506.0,20021976.0,3582494.0,2.0,10.0,7390687.0,2856.0,2024-05-30,False
Diva Yorgun,Melike ï¿½ï¿½,7526.0,1713723.0,62458329.0,10.0,2.0,1346.0,412905.0,2023-06-16,True
Can't Get Enough,Jennifer Lopez,1348.0,2545397.0,9293098.0,16.0,6.0,5901816.0,294615.0,2024-01-10,True
The Man He Sees in Me,Luke Combs,766.0,17968556.0,5942861.0,24.0,6.0,22284.0,14609.0,2024-06-06,False
Dilemma,Nelly,170136.0,65334656.0,859999247.0,116.0,63.0,1211577.0,10809090.0,2002-06-25,True
20 Tragos,Yiï¿½,29.0,18081.0,477396.0,28.0,15.0,237120.5,315.0,2022-11-25,False
My wrist (with Young Thug),Yeat,32703.0,6521059.0,83393310.0,10.0,3.0,30356.0,180040.0,2023-05-26,True
GigaChad Theme - Phonk House Version,g3ox_em,45283.0,24157482.0,282776356.0,13.0,6.0,105684.0,1358899.0,2022-08-22,True
Jackie Chan,Tiï¿½ï¿,122200.0,28477959.0,867318774.0,130.0,104.0,757074.0,5167133.0,2018-05-18,True
Words (feat. Zara Larsson),Alesso,58627.0,45560940.0,383945607.0,83.0,31.0,987836.0,1125402.0,2022-04-22,True
Bombonzinho - Ao Vivo,Israel & Rodolffo,21379.0,13592125.0,343704935.0,22.0,35.0,1242324.0,206908.0,2022-11-03,True
Mil Preguntas,The La Planta,2367.0,8527648.0,27026914.0,2.0,6.0,326442.0,63178.0,2024-03-07,False
OJALï¿,Maria Becerra,16559.0,4927487.0,168710415.0,12.0,12.0,232266.0,182061.0,2022-06-01,True
Bejeweled,Taylor Swift,32472.0,22834672.0,536110386.0,46.0,5.0,282241.0,361280.0,2022-10-21,True
Lovin On Me,Jack Harlow,4166.0,982289.0,669206771.0,59.0,4.0,82197.0,854584.0,2023-11-10,True
Back for More (with Anitta),TOMORROW X TOGETHER,8050.0,7207941.0,93990459.0,9.0,14.0,490711.0,182465.0,2023-09-15,True
Heaven,Kane Brown,43773.0,13627930.0,492361216.0,46.0,6.0,48525.0,854584.0,2017-10-06,True
Rolex,Ayo & Teo,7067.0,1642096.0,491358577.0,28.0,1.0,35535.0,854584.0,2017-01-13,True
That Girl,Amrinder Gill,234.0,2317956.0,4128853.0,10.0,15.0,237120.5,10176.0,2024-05-24,False
FERXXO 151,Feid,23959.0,10822808.0,106899723.0,15.0,15.0,751335.0,195030.0,2023-08-25,True
Dhaniya Ae Jaan,Pawan Singh,191.0,173325.0,5842217.0,28.0,15.0,237120.5,9082.0,2023-09-14,False
Young And Beautiful,Lana Del Rey,158078.0,59355964.0,1256488099.0,85.0,53.0,345045.0,6185418.0,2013-01-01,True
United In Grief,Kendrick Lamar,81509.0,7710812.0,246425341.0,5.0,3.0,15986.0,1169011.0,2022-05-13,True
Drunk in Love,Beyoncï¿,73281.0,24577326.0,607315454.0,129.0,75.0,619730.0,854584.0,2013-12-13,True
La Vida Sin Ti,Rels B,3367.0,20131086.0,50171337.0,15.0,8.0,173353.0,101871.0,2024-04-22,False
FREAK,YUQI,918.0,11306595.0,9956970.0,6.0,2.0,1891.0,22273.0,2024-04-23,False
Casa Mia,Ghali,3119.0,3112859.0,55157600.0,19.0,1.0,8291.0,269837.0,2024-02-07,True
Kaikai Kitan,Eve,64972.0,8591521.0,404765225.0,36.0,2.0,19827.0,812814.0,2020-10-03,True
Opp Stoppa (feat. 21 Savage),YBN Nahmir,80591.0,7682255.0,246949197.0,19.0,22.0,419.0,209692.0,2021-01-22,True
Mary On A Cross,Ghost,130464.0,19387390.0,589145587.0,38.0,16.0,143067.0,3769063.0,2019-09-13,True
Go Fuck Yourself,Two Feet,160382.0,29032760.0,649191183.0,11.0,13.0,151243.0,7233385.0,2016-07-29,True
Crocodile Tearz,J. Cole,5769.0,25367830.0,37057985.0,12.0,1.0,1070810.0,88038.0,2024-04-05,False
PLIS,Camilo,2461.0,22699959.0,37814314.0,11.0,27.0,1668327.0,117790.0,2024-02-06,False
Back to Me,Kanye West,13507.0,6358959.0,77403728.0,10.0,4.0,58110.0,139433.0,2024-02-09,False
Antidepresan,Mert Demir,25648.0,5961079.0,172362945.0,13.0,3.0,1567627.0,903938.0,2022-11-04,True
Rise,Jonas Blue,93636.0,18157143.0,872518334.0,98.0,55.0,1280746.0,5306138.0,2018-05-25,True
Summertime Sadness,Lana Del Rey,204954.0,53282968.0,1442872605.0,115.0,65.0,1116035.0,8122251.0,2011-01-01,True
8:00 AM,Nicki Nicole,20671.0,8011051.0,135465283.0,20.0,19.0,222294.0,225730.0,2023-05-17,True
PICK IT UP (feat. A$AP Rocky),Famous Dex,47818.0,8308985.0,577534277.0,16.0,14.0,11210.0,2097008.0,2017-10-20,True
Double Fantasy (with Future),The Weeknd,36631.0,14272823.0,180940067.0,31.0,10.0,290434.0,854584.0,2023-04-21,True
Jungle,Alok,19017.0,69287736.0,111266488.0,33.0,54.0,1289949.0,670189.0,2023-09-22,True
Fisherrr,Cash Cobain,2816.0,3862691.0,9215777.0,13.0,15.0,237120.5,286190.0,2024-02-28,True
Thank You for Being You,OctaSounds,739.0,35130.0,2248788.0,28.0,15.0,237120.5,109624.0,2022-09-07,False
Wild as Her,Corey Kent,32769.0,6038439.0,180186017.0,23.0,4.0,976.0,670748.0,2022-03-04,True
Beautiful (feat. Camila Cabello),Bazzi,55335.0,17510051.0,737482160.0,52.0,25.0,52812.0,4647023.0,2018-08-02,True
Black Friday,Tom Odell,23805.0,42713528.0,126929488.0,24.0,22.0,405914.0,485209.0,2023-09-20,True
Summertime Sadness (Sped Up),Lana Del Rey,10765.0,7466559.0,68235585.0,1.0,1.0,27653.0,33174.0,2022-05-04,False
Ignorantes,Bad Bunny,88857.0,22055975.0,671572185.0,70.0,26.0,309402.0,959604.0,2020-02-14,True
Break Free,Ariana Grande,96199.0,41829450.0,899830382.0,123.0,65.0,813444.0,7374291.0,2014-01-01,True
Risk,Gracie Abrams,2686.0,35162711.0,41114784.0,41.0,36.0,7998062.0,61468.0,2024-05-01,False
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,54422.0,8157305.0,286381494.0,37.0,19.0,73121.0,1435096.0,2020-11-27,True
WY@,Brent Faiyaz,15316.0,7846247.0,54763093.0,16.0,1.0,644.0,536845.0,2023-09-19,True
Acapulco,Jason Derulo,67318.0,33339871.0,442260324.0,65.0,34.0,1756415.0,854584.0,2021-09-03,True
GHOST TOWN,Benson Boone,65369.0,34887197.0,382177076.0,46.0,22.0,651078.0,1864419.0,2021-10-15,True
Bande organisï¿½,13 Organisï¿,62950.0,4938947.0,267241905.0,51.0,42.0,6246257.0,2065953.0,2020-08-15,True
Only Human,Jonas Brothers,58919.0,15436258.0,508463163.0,66.0,24.0,166715.0,7575291.0,2019-06-07,True
Daddy Issues,The Neighbourhood,239555.0,84147867.0,1435372572.0,47.0,24.0,84882.0,3422693.0,2015-10-30,True
Cha Cha Cha,Kï¿½ï¿½ï¿½,42463.0,3803730.0,143311775.0,29.0,6.0,58900.0,281032.0,2023-01-17,True
Raining In Manila,Lola Amour,11506.0,4813121.0,136169854.0,4.0,15.0,237120.5,28884.0,2023-06-14,False
Diabï¿½ï¿½,Cris Mj,12847.0,42315256.0,83966111.0,8.0,8.0,1878242.0,313530.0,2023-11-08,True
HE KNOWS (feat. Lil Nas X),Camila Cabello,1591.0,38201815.0,14234598.0,31.0,44.0,4764407.0,35203.0,2024-05-10,False
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,153725.0,45935052.0,1120187276.0,236.0,148.0,1143603.0,13710879.0,2017-06-16,True
Everybody make some Tik Tok,Bounce Oï¿½ï¿½ï¿,481.0,35220.0,532262.0,28.0,15.0,237120.5,11057.0,2019-05-22,False
Another Love (Tiï¿½ï¿½sto Re,Tom Odell,32658.0,32977028.0,141141890.0,20.0,23.0,557055.0,770960.0,2022-05-13,True
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,81921.0,11821621.0,224820131.0,66.0,11.0,40645.0,993226.0,2021-05-13,True
Tu Aake Dekhle,King,33664.0,5963459.0,410639967.0,9.0,1.0,1097.0,475672.0,2020-09-21,True
Red Leather,Future,6606.0,6526571.0,22715763.0,4.0,9.0,1201097.0,155058.0,2024-04-12,False
Viva La Vida,Coldplay,335772.0,128128093.0,2102223775.0,93.0,174.0,4371982.0,54637.0,2005-09-21,False
Nice to Meet You,Imagine Dragons,1446.0,39911356.0,15062636.0,40.0,29.0,894139.0,27497.0,2024-05-24,False
Verte Ir,DJ Luian,65928.0,18945081.0,550967367.0,35.0,7.0,293349.0,1353531.0,2019-03-28,True
Pink + White,Frank Ocean,228950.0,71708447.0,1299650856.0,163.0,46.0,1275701.0,2187716.0,2016-08-20,True
Mother,Meghan Trainor,12390.0,2274976.0,79738242.0,15.0,4.0,7837.0,538792.0,2023-03-04,True
Flashback (feat. Gazo),Favï¿,16418.0,4788967.0,88014813.0,10.0,15.0,5475765.0,541305.0,2023-09-15,True
Space Song,Beach House,261122.0,71073470.0,1099069598.0,88.0,14.0,264505.0,7887047.0,2015-08-21,True
OKAY,JT,1966.0,36576049.0,16446111.0,33.0,5.0,86874.0,178540.0,2024-04-24,True
Rude,MAGIC!,1472.0,287308.0,239850720.0,28.0,15.0,237120.5,854584.0,2013-07-23,True
Chill Bill,Rob $tone,155472.0,20340958.0,843861768.0,30.0,18.0,99006.0,4409923.0,2016-01-01,True
My Way,Calvin Harris,132592.0,41964503.0,1014534913.0,146.0,99.0,607512.0,8339785.0,2016-09-16,True
Big City Life,Luude,71547.0,13471679.0,181323700.0,23.0,4.0,4860.0,780420.0,2022-06-16,True
Luchï¿½ï¿½ La,BoomBoxRepairKit,32312.5,13259481.0,239850720.0,28.0,15.0,237120.5,10.0,2022-05-20,False
Wife,(G)I-DLE,3850.0,12472972.0,58909647.0,3.0,1.0,151363.0,82069.0,2024-01-21,False
'Till I Collapse,Eminem,282888.0,74055843.0,1958809069.0,83.0,37.0,924049.0,4812702.0,2002-05-26,True
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,113043.0,31739594.0,662257934.0,58.0,7.0,3709.0,4225673.0,2010-09-06,True
Jumbotron Shit Poppin,Drake,44782.0,4407877.0,126296463.0,22.0,1.0,891.0,588261.0,2022-11-04,True
La Nota,Manuel Turizo,80872.0,37192436.0,560949285.0,124.0,21.0,1781933.0,1440068.0,2020-10-08,True
Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,29735.0,10707382.0,346860422.0,32.0,10.0,72268.0,1446419.0,2019-06-14,True
Solo,Myles Smith,18521.0,23770824.0,95747052.0,29.0,44.0,696335.0,313239.0,2023-11-15,True
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,18262.0,11833709.0,223652808.0,29.0,4.0,24189.0,324686.0,2023-05-01,True
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Bonnadol,207.0,18460.0,478756.0,28.0,15.0,237120.5,4666.0,2023-03-15,False
Elini Ver,Amo988,639.0,5601320.0,15352061.0,12.0,2.0,1581911.0,130733.0,2024-05-15,False
Sex Music,Tank,920.0,403273.0,5283089.0,2.0,15.0,237120.5,90172.0,2010-06-29,False
Porfa,Feid,62515.0,16214167.0,396184710.0,43.0,21.0,126240.0,1168477.0,2019-12-13,True
P power (feat. Drake),Gunna,91786.0,17784294.0,307122295.0,19.0,11.0,64551.0,1132723.0,2022-01-07,True
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,19231.0,16723973.0,247056218.0,30.0,13.0,387578.0,459379.0,2023-07-07,True
Derniï¿½ï¿½re d,Indila,84509.0,10769145.0,410783411.0,18.0,35.0,6308639.0,10550609.0,2013-11-13,True
Prada (Valexus Remix),cassï¿,16949.0,17937069.0,47098121.0,4.0,7.0,3429.0,185116.0,2023-09-08,True
"A ver, a ver - Ric Piccolo Edit",Donald,531.0,98875.0,67852.0,1.0,15.0,237120.5,854584.0,2022-08-24,True
Fight Song,Rachel Platten,92326.0,47254001.0,897794289.0,2.0,20.0,59768.0,854584.0,2014-12-02,True
Pepas,Farruko,11.0,1849.0,1490710634.0,1.0,15.0,237120.5,854584.0,2022-08-20,True
Satu Rasa Cinta,Happy Asmara,248.0,31310.0,3451208.0,28.0,15.0,237120.5,854584.0,2022-12-03,True
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,69032.0,29531913.0,765374782.0,109.0,353.0,748613.0,4294116.0,2019-07-11,True
Losing It,FISHER,213614.0,31880596.0,523954769.0,102.0,43.0,349670.0,8854107.0,2018-07-13,True
MATHEMATICAL DISRESPECT,Lil Mabu,39238.0,3356524.0,165642949.0,3.0,15.0,237120.5,328655.0,2023-05-05,True
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,140617.0,18381330.0,815243082.0,43.0,12.0,8457.0,1328950.0,2018-12-21,True
Dick (feat. Doja Cat),StarBoi3,55580.0,12451213.0,247462687.0,26.0,5.0,4470.0,3937642.0,2021-04-23,True
Perfect Strangers,Jonas Blue,113716.0,28088689.0,1050246077.0,95.0,45.0,626313.0,9355617.0,2016-06-03,True
Hey Brother,Avicii,168666.0,43769189.0,1007623089.0,57.0,51.0,151326.0,10854307.0,2013-01-01,True
Otra Noche,Los ï¿½ï¿½ngeles Az,26517.0,11475144.0,238849559.0,12.0,13.0,369524.0,885927.0,2021-11-11,True
